station,latitude,longitude,river,RPI,DO(Electrode),BOD5,SS,NH3-N,pH,temperature,RPI_unit,DO(Electrode)_unit,BOD5_unit,SS_unit,NH3-N_unit,pH_unit,temperature_unit
21VASWCB-4AMIL007.77,36.8684,-79.3772,Mill Creek @ Rte 689,,,,,,6.19,6.69,,,,,,,deg C
21VASWCB-4AMRR000.02,36.6132,-79.8236,Marrowbone Cr. Boat Ramp,,,,,.44,7.62,7.36,,,,,mg/L,,deg C
21VASWCB-4ANMR002.60,36.568,-79.986,"Rt. 629 Bridge, Gage nr Spencer",,,,7,.32,7.11,5.35,,,,mg/L,mg/L,,deg C
21VASWCB-4AOWC002.35,37.0395,-79.3965,Paisley Rd. (Rt. 756),,,,,.21,7.39,8.69,,,,,mg/L,,deg C
21VASWCB-4AOWC004.50,37.017,-79.3858,Old Woman's Ck @ Rte 940,,,,,.18,6.03,6.75,,,,,mg/L,,deg C
21VASWCB-4APGG003.29,36.9888,-79.5156,ROUTE 605 BRIDGE,,,,11,.71,7.29,5.42,,,,mg/L,mg/L,,deg C
21VASWCB-4APGG008.87,36.9467,-79.525,Off Rt. 40 at USGS gage,,,,4,.65,7.36,5.86,,,,mg/L,mg/L,,deg C
21VASWCB-4APGG028.66,36.9516,-79.7043,Rt. 673 (Jacks Mountain Rd.),,,,,.7,7.45,5.66,,,,,mg/L,,deg C
21VASWCB-4APGG052.01,36.9972,-79.8533,ABOVE ROCKY MT. NEW STP,,,,7,.78,7.39,4.52,,,,mg/L,mg/L,,deg C
21VASWCB-4APOB006.35,36.6097,-78.0356,"POPLAR CREEK, RT. 611 BRIDGE",,,,,.22,6.98,3.56,,,,,mg/L,,deg C
21VASWCB-4APRS008.76,36.5458,-80.2953,Rt 660 Near State Line,,,,,,6.89,4.71,,,,,,,deg C
21VASWCB-4APTR001.71,37.0089,-79.8465,"Off of Muse Field Rd, S. of Rt. 40",,,,.69,,7.81,11.72,,,,mg/L,,,deg C
21VASWCB-4ARDY000.53,36.6731,-78.3018,Reedy Br just upstream of Hwy 58,,,,1.7,,6.72,12.49,,,,mg/L,,,deg C
21VASWCB-4AREE000.80,36.7297,-79.937,ROUTE 993 BRIDGE - HENRY COUNTY,,,,,.26,7.31,5.39,,,,,mg/L,,deg C
21VASWCB-4ARFK000.20,36.8467,-79.4336,ROARING FK RESERV AT DAM,,,,,,7.65,21.18,,,,,,,deg C
21VASWCB-4ARNF000.04,37.2379,-80.2141,Gravel road off of Rt. 603,,,,,,8.4,11.67,,,,,,,deg C
21VASWCB-4ARNF002.97,37.2325,-80.2542,ROUTE 603 BRIDGE,,,,,,8.4,11.83,,,,,,,deg C
21VASWCB-4ARNF013.66,37.1868,-80.3527,ROUTE 603 BRIDGE NEAR ELLETT - MONTGOMER,,,,3,.77,8.3,9.4,,,,mg/L,mg/L,,deg C
21VASWCB-4AROA000.00,36.5506,-78.0497,"LAKE GASTON, STA. #5 STATE LINE MECKLENB",,,,,,7.26,25.3,,,,,,,deg C
21VASWCB-4AROA004.54,36.5497,-78.1175,"LAKE GASTON, OFF POINT (MECKLENBURG COUN",,,,,.48,6.9,22.11,,,,,mg/L,,deg C
21VASWCB-4AROA008.66,36.5883,-78.1628,"LAKE GASTON, STA. 3 - RT. 85 BRIDGE",,,,,.45,6.84,21.35,,,,,mg/L,,deg C
21VASWCB-4AROA012.08,36.6064,-78.2094,"GASTON RESERVOIR, ROUTE 1 BRIDGE",,,,6,.54,7.24,6.87,,,,mg/L,mg/L,,deg C
21VASWCB-4AROA018.36,36.5942,-78.3011,BUOY 1 - JOHN H. KERR RESERVOIR,,,,,,8.26,18.87,,,,,,,deg C
21VASWCB-4AROA022.52,36.5692,-78.3456,"STA B-4, BUOY 4 - KERR RESERVOIR-MECKLEN",,,,,.47,7.75,16.1,,,,,mg/L,,deg C
21VASWCB-4AROA028.04,36.5936,-78.4261,STA #B-9 KERR RESERVOIR - BUOY 9 MECKLEN,,,,,.36,7.86,18.1,,,,,mg/L,,deg C
21VASWCB-4AROA032.42,36.5767,-78.4861,STA #B-14 - BUOY 14 KERR RESERVOIR MECKL,,,,,.38,7.74,18.39,,,,,mg/L,,deg C
21VASWCB-4AROA038.49,36.6303,-78.5494,STA # 20 KR - RT. 49/58/15 BRIDGE - KERR,,,,,,7.56,18.93,,,,,,,deg C
21VASWCB-4AROA043.14,36.6669,-78.6142,STA #B-24 - BUOY 24 KERR RESERVOIR MECKL,,,,,.46,7.46,19.2,,,,,mg/L,,deg C
21VASWCB-4AROA059.12,36.8278,-78.6872,"ROUTE 360 BRIDGE, EAST OF CLOVER",,,,17,.66,7.32,9.81,,,,mg/L,mg/L,,deg C
21VASWCB-4AROA067.91,36.9153,-78.7406,RT.746 BRIDGE (WATKINS BRIDGE) NEAR RAND,,,,17,.64,7.33,9.13,,,,mg/L,mg/L,,deg C
21VASWCB-4AROA097.46,37.0403,-78.9514,ROANOKE R @ BROOKNEAL boat ramp,,,,21,.57,7.84,10.15,,,,mg/L,mg/L,,deg C
21VASWCB-4AROA129.55,37.105,-79.2956,"BUS RTE 29 BRIDGE, AT GAGE",,,,6,.61,7.68,9.2,,,,mg/L,mg/L,,deg C
21VASWCB-4AROA140.66,37.0917,-79.4042,LEESVILLE  LK #1A-TOP #1B-MIDDLE #1C-BOT,,,,,.55,7.94,13.89,,,,,mg/L,,deg C
21VASWCB-4AROA145.34,37.0564,-79.4464,LEESVILLE LK #2A-RMP BEDFORD/CAMPBELL CO,,,,,.55,7.83,14.26,,,,,mg/L,,deg C
21VASWCB-4AROA158.22,37.0457,-79.5399,Dam - SML,,,,,.48,8.14,14.76,,,,,mg/L,,deg C
21VASWCB-4AROA163.76,37.0464,-79.5878,Confl. Blackwater River - SML,,,,,.46,8.18,14.03,,,,,mg/L,,deg C
21VASWCB-4AROA167.34,37.0695,-79.6065,Buoy R12 - SML,,,,,.46,8.17,15.04,,,,,mg/L,,deg C
21VASWCB-4AROA175.63,37.1474,-79.671,Hales Ford - SML,,,,,.82,8.39,13.56,,,,,mg/L,,deg C
21VASWCB-4AROA180.21,37.1491,-79.7004,Confl. Indian Cr. - SML,,,,,.98,8.44,14.13,,,,,mg/L,,deg C
21VASWCB-4AROA183.64,37.1927,-79.724,Confl. Beaverdam Cr. - SML,,,,,1.18,8.29,14.15,,,,,mg/L,,deg C
21VASWCB-4AROA185.54,37.19,-79.7497,"SMITH MTN. LAKE, LYNVILLE",,,,,1.57,8.07,13.9,,,,,mg/L,,deg C
21VASWCB-4AROA192.94,37.2176,-79.8001,HARDY FORD - SML,,,,,1.78,7.99,13.6,,,,,mg/L,,deg C
21VASWCB-4AROA195.60,37.2189,-79.8305,McVeigh Ford,,,,,1.53,8.04,13.09,,,,,mg/L,,deg C
21VASWCB-4AROA198.08,37.2388,-79.8453,Explore Park near Shenandoah Pavilion,,,,,1.67,8.1,12.39,,,,,mg/L,,deg C
21VASWCB-4AROA199.20,37.2545,-79.8717,BLUE RIDGE PARKWAY BR. BELOW ROANOKE,,,,36,1.91,8,7.98,,,,mg/L,mg/L,,deg C
21VASWCB-4AROA202.20,37.2644,-79.9153,13TH. ST. BRIDGE ABOVE ROANOKE STP,,,,3,.72,8.03,5.18,,,,mg/L,mg/L,,deg C
21VASWCB-4AROA202.67,37.2592,-79.9134,Adjacent to laundromat near greenway,,,,,,8.26,24.9,,,,,,,deg C
21VASWCB-4AROA206.80,37.2658,-79.9674,ROANOKE RIVER AT WASENA PARK NEAR RT. 11,,,,,,8.24,11.97,,,,,,,deg C
21VASWCB-4AROA212.17,37.2717,-80.0392,"ROUTE 11 BRIDGE BELOW EATON, INC.",,,,,,8.2,23.02,,,,,,,deg C
21VASWCB-4AROA216.75,37.2778,-80.1088,Upstream of Diuguids Ln. (Rt. 760),,,,,,8.23,12.73,,,,,,,deg C
21VASWCB-4AROA227.42,37.2369,-80.2092,RT. 773 AT GAGING STA. IN LAFAYETTE,,,,2,.68,8.27,9.62,,,,mg/L,mg/L,,deg C
21VASWCB-4AROC001.00,36.8932,-78.697,Roanoke Cr. @ Roanoke Station Rd.,,,,,.43,7.08,10.12,,,,,mg/L,,deg C
21VASWCB-4ARSF000.05,37.2373,-80.2145,Off Rt 603 just upstream of NF confl.,,,,,,8.23,12.21,,,,,,,deg C
21VASWCB-4ARSF000.88,37.2275,-80.2036,"RT. 460/11 BRIDGE BELOW GREEN HILL, INC.",,,,,,8.21,12.08,,,,,,,deg C
21VASWCB-4ASDA000.67,36.9585,-79.9131,Rt. 863 Bridge,,,,,.73,7.39,4.57,,,,,mg/L,,deg C
21VASWCB-4ASKS002.80,36.6772,-78.91,Stokes Cr @ Rt. 704,,,,,.43,7.24,5.46,,,,,mg/L,,deg C
21VASWCB-4ASMR004.14,36.5558,-80.0214,RT. 695 BRIDGE,,,,,,7.08,5.29,,,,,,,deg C
21VASWCB-4ASMR016.09,36.571,-80.1304,"Rt 700 Bridge, Nettle Ridge Gage",,,,3,.42,7.04,5.81,,,,mg/L,mg/L,,deg C
21VASWCB-4ASMR027.44,36.6239,-80.2336,RT 727 BRIDGE BELOW STUART MUN. & IND. D,,,,,.33,7.37,4.68,,,,,mg/L,,deg C
21VASWCB-4ASNE005.30,36.9244,-79.2314,RT. 927 BRIDGE,,,,,.39,7.15,5.57,,,,,mg/L,,deg C
21VASWCB-4ASNW000.60,36.9238,-79.6024,Rt. 809 Bridge (Pittsylvania Co),,,,6,.47,7.34,6.39,,,,mg/L,mg/L,,deg C
21VASWCB-4ASNW016.24,36.8734,-79.723,Snow Creek Road Bridge at Parkers Store,,,,,.55,7.37,6.32,,,,,mg/L,,deg C
21VASWCB-4ASRE007.90,36.5589,-79.7459,Rt 622 Bridge at Morgan Ford,,,,4,.34,7.66,10.94,,,,mg/L,mg/L,,deg C
21VASWCB-4ASRE015.43,36.6022,-79.7764,Rt 636 Bridge,,,,,.34,7.65,8.25,,,,,mg/L,,deg C
21VASWCB-4ASRE021.58,36.6336,-79.8252,Smith River Sports Complex Ramp,,,,,.44,7.45,7.32,,,,,mg/L,,deg C
21VASWCB-4ASRE024.30,36.6504,-79.8614,Frith Rd below railroad trestle,,,,,.38,7.52,7.19,,,,,mg/L,,deg C
21VASWCB-4ASRE033.19,36.7011,-79.9331,RT. 701 BELOW FIELDCREST MILL,,,,2,.27,7.37,6.24,,,,mg/L,mg/L,,deg C
21VASWCB-4ASRE043.54,36.7881,-80.0089,Rt. 674 Bridge,,,,2,.24,7.42,6.68,,,,mg/L,mg/L,,deg C
21VASWCB-4ASRE046.90,36.7827,-80.0292,Dam - Philpott Res.,,,,,.15,7.68,13.32,,,,,mg/L,,deg C
21VASWCB-4ASRE048.98,36.8035,-80.0462,Goose Point - Philpott Res.,,,,,.22,7.85,13.62,,,,,mg/L,,deg C
21VASWCB-4ASRE051.06,36.8304,-80.0723,Horseshoe Point - Philpott Res.,,,,,.18,7.92,14.29,,,,,mg/L,,deg C
21VASWCB-4ASRE056.06,36.8465,-80.1012,Union Bridge - Phipott Res.,,,,,.17,7.72,15.35,,,,,mg/L,,deg C
21VASWCB-4ASRE069.46,36.8063,-80.2004,Downstream of Iron Bridge Rd Bridge,,,,,.31,7.55,3.76,,,,,mg/L,,deg C
21VASWCB-4ASRE075.69,36.7794,-80.2482,RT. 708 BRIDGE,,,,2,.41,7.47,3.8,,,,mg/L,mg/L,,deg C
21VASWCB-4ASRV000.20,36.5894,-79.4203,"ROUTE 58 BRIDGE, DANVILLE-CITY OF DANVIL",,,,5,.34,7.47,11.62,,,,mg/L,mg/L,,deg C
21VASWCB-4ASRV017.27,36.6793,-79.5939,Rt 882 Bridge,,,,,.38,7.3,10.11,,,,,mg/L,,deg C
21VASWCB-4ASRW002.32,36.7633,-79.5353,Strawberry Cr @ Strawberry Rd (Rt 750),,,,,.44,7.14,10.1,,,,,mg/L,,deg C
21VASWCB-4ATEL001.02,37.0677,-79.9267,Rt. 697 Bridge,,,,3,1.13,8.05,6.17,,,,mg/L,mg/L,,deg C
21VASWCB-4ATKR000.69,37.2752,-79.9073,RT. 24 BRIDGE ABOVE TOWN OF VINTON,,,,1.17,1.55,8.08,7.16,,,,mg/L,mg/L,,deg C
21VASWCB-4ATKR005.68,37.3228,-79.9322,HOLLINS RT. (RT. 601),,,,,1.37,8.21,6.15,,,,,mg/L,,deg C
21VASWCB-4ATKR009.30,37.3555,-79.9296,Summer View Dr. bridge at Hollins,,,,,,8.38,6.07,,,,,,,deg C
21VASWCB-4ATKR016.01,37.4203,-79.9344,Ivy Lane Rd. low water bridge,,,,,,8.17,6.2,,,,,,,deg C
21VASWCB-4ATMA001.46,36.9133,-79.5477,Rt. 644 Bridge,,,,6,1.11,7.2,7.49,,,,mg/L,mg/L,,deg C
21VASWCB-4ATRR001.92,36.8008,-78.9275,TERRIBLE Cr @ Dudley Rd (Rt 615),,,,,.36,7.27,6.79,,,,,mg/L,,deg C
21VASWCB-4AWFC002.12,37.0064,-78.67,"WARDS FORK CREEK, RT. 645 BRIDGE",,,,5,.58,7.28,12.34,,,,mg/L,mg/L,,deg C
21VASWCB-4AWOR000.34,37.2616,-79.8811,Niagara Rd. crossing,,,,,1.16,8.02,18.74,,,,,mg/L,,deg C
21VASWCB-4AWRN005.50,36.8911,-79.3,RT. 685 BRIDGE,,,,,.82,7.02,5.64,,,,,mg/L,,deg C
21VASWCB-4AWTH000.40,37.0578,-79.5356,Mouth of Witcher Cr. - SML,,,,,.48,8.16,15.78,,,,,mg/L,,deg C
21VASWCB-4AXML000.01,37.1656,-79.8772,Old Hollow Ln. crossing,,,,3,1.08,7.33,4.84,,,,mg/L,mg/L,,deg C
21VASWCB-4AXWR000.73,36.6976,-78.9589,UT Dan River S of Rte 659 near pond,,,,9.87,,7.07,16.79,,,,mg/L,,,deg C
21VASWCB-4AXWS000.05,36.5564,-79.354,UT Dan River at Anglers Park,,,,,.36,8.34,12.4,,,,,mg/L,,deg C
21VASWCB-5AANG004.08,36.6918,-77.2562,Rt 658 Bridge,,,,,.84,6.4,12.74,,,,,mg/L,,deg C
21VASWCB-5AATH003.28,37.1431,-77.4439,"ARTHUR SWAMP, RT. 675 BRIDGE",,,,,,6.14,27.86,,,,,,,deg C
21VASWCB-5AATH006.56,37.1725,-77.4758,Arthur Swamp at Rt. 670,,,,,,5.9,25.99,,,,,,,deg C
21VASWCB-5ABHC006.57,36.9869,-78.1692,Big Hounds Creek AT RT. 652 BR,,,,,,7.43,8.94,,,,,,,deg C
21VASWCB-5ABHC006.59,36.9875,-78.17,upstr of rt 652 and trib on left,,,,,,8.61,7.47,,,,,,,deg C
21VASWCB-5ABJC001.00,36.9586,-78.345,"BIG JUNIPER CR., RT 690",,,,,,6.91,11.08,,,,,,,deg C
21VASWCB-5ABKH003.89,36.7217,-77.1593,Rt 652 Bridge,,,,,.73,6.46,13.73,,,,,mg/L,,deg C
21VASWCB-5ABKS001.60,36.8244,-78.3522,Blackstone Creek @ Rte 745,,,,,.15,7.13,13.16,,,,,mg/L,,deg C
21VASWCB-5ABLS001.58,37.0411,-77.1436,"BLACK SWAMP, RT. 626 BRIDGE",,,,,,7.07,8.84,,,,,,,deg C
21VASWCB-5ABLW001.10,36.5558,-76.9211,UNION CAMP - CONTROL STATION,,,,,,6.67,20.53,,,,,,,deg C
21VASWCB-5ABLW009.14,36.6258,-76.8942,"RT. 189 BRIDGE, S OF FRANKLIN",,,,2,.56,6.33,8.05,,,,mg/L,mg/L,,deg C
21VASWCB-5ABLW009.80,36.6355,-76.8947,STATION #11 -LANDING  BELOW NEW BYPASS,,,,1.17,.55,6.35,7.96,,,,mg/L,mg/L,,deg C
21VASWCB-5ABLW012.28,36.66,-76.9158,STATION #8 - POWER LINE CROSSING,,,,1.17,.54,6.37,8.75,,,,mg/L,mg/L,,deg C
21VASWCB-5ABLW014.28,36.6806,-76.9178,RT. 58 BRIDGE,,,,1.17,.51,6.35,8.93,,,,mg/L,mg/L,,deg C
21VASWCB-5ABLW014.88,36.6858,-76.921,STATION #4 - PAINTED HALF - TREE,,,,1.17,.52,6.4,8.89,,,,mg/L,mg/L,,deg C
21VASWCB-5ABLW016.27,36.6958,-76.9135,STATION #3 -  BIG CYPRESS (RIGHT) UPSTRE,,,,1.17,.5,6.43,9.09,,,,mg/L,mg/L,,deg C
21VASWCB-5ABLW022.84,36.7333,-76.9169,"RT.611 BR,JOYNER'S BR,N OF FRANKLIN(SOUT",,,,2,.59,7.03,6.9,,,,mg/L,mg/L,,deg C
21VASWCB-5ABLW040.22,36.8683,-76.8356,"RT.460 BRIDGE,ZUNI(ISLE OF WIGHT/SOUTHAM",,,,3,.59,6.61,11.44,,,,mg/L,mg/L,,deg C
21VASWCB-5ABLW058.22,37.0253,-76.8753,"Blackwater R at RT. 617 BRIDGE, WALLS BR",,,,3,.58,6.94,8.48,,,,mg/L,mg/L,,deg C
21VASWCB-5ABLW074.66,37.0639,-77.0592,"RT. 40 BRIDGE, NE OF WAVERLY",,,,3,.61,6.75,7.54,,,,mg/L,mg/L,,deg C
21VASWCB-5ABLW078.54,37.0863,-77.0945,Blackwater R btwn rt 40 & 602,,,,60.9,,6.41,20.03,,,,%,,,deg C
21VASWCB-5ABSK004.32,36.9258,-77.6381,Buckskin Creek at Rt. 609,,,,,.57,7.2,5.23,,,,,mg/L,,deg C
21VASWCB-5ABTR002.80,37.0879,-77.6995,BUTTERWOOD CREEK@ RT. 646 BRIDGE,,,,,.42,6.43,5.86,,,,,mg/L,,deg C
21VASWCB-5ACHS003.42,36.9747,-78.28,Couches Cr @ Rt 40,,,,53.6,,8.37,16.68,,,,%,,,deg C
21VASWCB-5ACHS006.33,36.9931,-78.2436,WEST OF VICTORIA LAGOON AT RT. 667,,,,,8.26,7.03,10.67,,,,,mg/L,,deg C
21VASWCB-5ACKD000.40,36.9961,-77.9844,RT. 615 BRIDGE IN FORT PICKETT,,,,,.94,6.7,6.66,,,,,mg/L,,deg C
21VASWCB-5ACPP003.20,37.0547,-76.9211,Cypress Swamp at Rt. 31,,,,,.53,6.83,4.83,,,,,mg/L,,deg C
21VASWCB-5ACPR000.41,36.8991,-78.3833,Cruppers Run @ Rte. 694,,,,,,8.21,9.64,,,,,,,deg C
21VASWCB-5ACRK003.63,36.8198,-78.1654,Crooked Cr @ Rte 636,,,,,,7.64,13.74,,,,,,,deg C
21VASWCB-5ACYS001.92,36.7697,-76.9647,Rt 638 Bridge,,,,,1.21,6.26,13.6,,,,,mg/L,,deg C
21VASWCB-5ADMR008.42,36.6178,-77.1183,ROUTE 673 BRIDGE,,,,4,.58,6.63,8.08,,,,mg/L,mg/L,,deg C
21VASWCB-5AFNY002.48,36.851,-78.46,Finneywood Cr @ Fort Mitchell Rd,,,,,,7.32,9.47,,,,,,,deg C
21VASWCB-5AFNY004.54,36.8444,-78.4939,Finneywood Cr at Rt. 47,,,,,1.23,7.08,15.88,,,,,mg/L,,deg C
21VASWCB-5AFRC002.98,36.8278,-78.1078,RT. 612 BRIDGE,,,,,.54,7.11,4.98,,,,,mg/L,,deg C
21VASWCB-5AFRC013.25,36.9383,-78.1453,FLAT ROCK CR @ RT 637,,,,,.39,6.94,12.99,,,,,mg/L,,deg C
21VASWCB-5AFTS002.93,36.5976,-77.2865,Rt. 663 bridge,,,,,.56,6.24,13.39,,,,,mg/L,,deg C
21VASWCB-5AGRV000.08,37.0945,-77.4749,"GRAVELLY RUN, RT. 670 BRIDGE",,,,,.65,5.91,6.65,,,,,mg/L,,deg C
21VASWCB-5AHRA002.92,37.1175,-77.4728,"HATCHER RUN, RT. 675 BRIDGE",,,,,.56,7.13,6.68,,,,,mg/L,,deg C
21VASWCB-5AKTS002.63,36.8147,-78.3181,Kits Creek @ Rte 661,,,,,,8.18,12.73,,,,,,,deg C
21VASWCB-5ALBR002.20,37.0112,-77.968,Long Branch at state route 644,,,,,.71,6.55,6.43,,,,,mg/L,,deg C
21VASWCB-5ALNT009.80,37.1195,-78.0813,"RT. 625 BRIDGE, SE OF CREWE",,,,,1.03,7.18,7.47,,,,,mg/L,,deg C
21VASWCB-5ALTG007.00,36.6886,-78.0312,Little Genito Creek at Rt. 659,,,,,.58,6.85,16.3,,,,,mg/L,,deg C
21VASWCB-5AMHN023.40,36.5277,-77.1501,"TRANSECT #3, Rt. 1311 Bridge",,,,21,.81,7.01,7.39,,,,mg/L,mg/L,,deg C
21VASWCB-5AMHN026.54,36.5699,-77.3614,"MEHERRIN RIVER, RT. 730 BRIDGE",,,,,,6.94,28.59,,,,,,,deg C
21VASWCB-5AMHN052.34,36.6899,-77.5414,Meherrin River at RT. 301 BRIDGE,,,,8,.54,7.09,6.12,,,,mg/L,mg/L,,deg C
21VASWCB-5AMHN068.30,36.7133,-77.7499,"MEHERIN RIVER, RT. 670 BRIDGE",,,,,,7.33,28.47,,,,,,,deg C
21VASWCB-5AMHN082.13,36.718,-77.9247,"MEHERRIN R AT RT. 644, PENNINGTON BRIDGE",,,,24,.48,7.03,5.12,,,,mg/L,mg/L,,deg C
21VASWCB-5AMLL001.27,37.155,-78.1622,Mallorys Creek @ Rte 663(Lone Pine Rd),,,,,1.68,7.59,11.11,,,,,mg/L,,deg C
21VASWCB-5AMMR008.77,36.9119,-78.3978,Middle Meherrin @ Rt. 631,,,,,.62,7.06,14.59,,,,,mg/L,,deg C
21VASWCB-5AMSC002.30,36.8303,-78.2281,Masons Cr @ Rt 655,,,,,,7.35,12.6,,,,,,,deg C
21VASWCB-5AMSN001.62,36.8548,-77.6785,Masons Branch at Rt. 633,,,,,.47,6.95,6.08,,,,,mg/L,,deg C
21VASWCB-5AMSP000.16,36.6737,-77.0824,Rt. 731 Bridge,,,,,.77,6.36,12.74,,,,,mg/L,,deg C
21VASWCB-5ANMR013.95,36.9372,-78.3217,"RT. 49 BRIDGE, SW OF LUNENBURG",,,,5,.52,7.28,5.38,,,,mg/L,mg/L,,deg C
21VASWCB-5ANMR024.14,37.0173,-78.3589,North Meherrin River at Rt. 626,,,,,.34,7.29,5.39,,,,,mg/L,,deg C
21VASWCB-5ANTT002.96,36.7229,-76.9949,Rt 611 Bridge,,,,,.56,6.42,13.2,,,,,mg/L,,deg C
21VASWCB-5ANTW003.30,36.5669,-76.9466,RT. 258 BRIDGE SW OF FRANKLIN,,,,6,.76,6.98,7.16,,,,mg/L,mg/L,,deg C
21VASWCB-5ANTW013.76,36.6366,-76.9936,Apprx 2.2 mi downstream Rt 671,,,,,,6.91,20.09,,,,,,,deg C
21VASWCB-5ANTW015.60,36.6475,-77.0028,"HERCULES, INC. - IMPACT STATION - SOUTHA",,,,,,6.98,19.82,,,,,,,deg C
21VASWCB-5ANTW015.99,36.6525,-77.0036,RT. 671 BRIDGE (SOUTHAMPTON CO),,,,8,.8,7.35,7.73,,,,mg/L,mg/L,,deg C
21VASWCB-5ANTW016.45,36.6544,-77.0094,APPROX. HALF MILE UPSTREAM FROM RT. 671,,,,,,6.97,20.04,,,,,,,deg C
21VASWCB-5ANTW035.44,36.7681,-77.1656,RT. 653 CAREYS BRIDGE,,,,6,.59,7.1,6.76,,,,mg/L,mg/L,,deg C
21VASWCB-5ANTW045.45,36.8586,-77.19,"NOTTOWAY RIVER, RT. 631 BRIDGE",,,,,,6.99,29.4,,,,,,,deg C
21VASWCB-5ANTW052.83,36.9317,-77.2014,"NOTTOWAY RIVER, RT. 40",,,,,,6.93,29.71,,,,,,,deg C
21VASWCB-5ANTW066.34,36.9967,-77.325,"NOTTOWAY RIVER, RT. 637",,,,,,6.83,26.62,,,,,,,deg C
21VASWCB-5ANTW073.91,36.9417,-77.3803,50 YARDS BELOW RT. 40 BRIDGE (SUSSEX COU,,,,,,6.9,26.65,,,,,,,deg C
21VASWCB-5ANTW078.20,36.899,-77.4005,RT. 301 BRIDGE S OF STONY CREEK,,,,4,.51,7.15,6.71,,,,mg/L,mg/L,,deg C
21VASWCB-5ANTW091.47,36.8469,-77.5607,Nottoway River 0.23miles below Rt. 619,,,,,,7.41,23.63,,,,,,,deg C
21VASWCB-5ANTW103.26,36.9015,-77.6732,"Nottoway River, Rt. 609",,,,,,7.19,28.22,,,,,,,deg C
21VASWCB-5ANTW109.02,36.9458,-77.7333,"NOTTOWAY RIVER, RT. 1 BRIDGE",,,,13,.57,7.02,6.02,,,,mg/L,mg/L,,deg C
21VASWCB-5ANTW115.32,36.9835,-77.8,Nottoway R. @ Rt.612 Din./Bruns. Line,,,,,.56,6.32,6.24,,,,,mg/L,,deg C
21VASWCB-5ANTW127.14,36.9875,-77.966,Ft Pickett RESERVOIR AT DAM,,,,,.54,7.26,18.77,,,,,mg/L,,deg C
21VASWCB-5ANTW155.06,37.1159,-78.2348,"NOTTOWAY RIVER, RT. 625 BRIDGE",,,,1.17,.045,7.21,5.43,,,,mg/L,mg/L,,deg C
21VASWCB-5AOTR004.31,37.115,-77.0731,OTTERDAM SWAMP AT ROUTE 607,,,,,.66,6.61,4.29,,,,,mg/L,,deg C
21VASWCB-5APNS001.15,37.0309,-77.1558,"PIGEON SWAMP, RT. 626 BRIDGE",,,,,,6.44,8.05,,,,,,,deg C
21VASWCB-5ARDC003.33,36.7422,-77.7025,"REEDY CREEK, RT. 606 BRIDGE",,,,,,6.99,28.42,,,,,,,deg C
21VASWCB-5ARDO003.14,36.9696,-77.8933,Red Oak Creek at state route 628,,,,,.48,6.27,7.12,,,,,mg/L,,deg C
21VASWCB-5ARKN006.40,36.9586,-76.7733,RT. 625 BRIDGE,,,,3,.55,6.82,10.84,,,,mg/L,mg/L,,deg C
21VASWCB-5AROW002.41,36.9825,-77.3814,Rowanty Creek at Rt. 602,,,,,.43,6.69,5.33,,,,,mg/L,,deg C
21VASWCB-5ARRC000.92,37.0781,-77.6461,"ROCKY RUN CREEK, RT. 738 BRIDGE",,,,,.84,7.13,5.66,,,,,mg/L,,deg C
21VASWCB-5ARSE000.47,36.7491,-77.8379,Roses Creek at Rt. 58,,,,,,7.09,25.07,,,,,,,deg C
21VASWCB-5ARYK002.34,36.9064,-78.2836,Reedy Cr @ Reedy Creek Rd,,,,,.41,7.22,5.05,,,,,mg/L,,deg C
21VASWCB-5ARYR000.62,36.7709,-77.8409,Rocky Run at Rt. 642,,,,,.56,7.04,14.02,,,,,mg/L,,deg C
21VASWCB-5ASAP013.69,36.9683,-77.5811,"SAPPONY CREEK, RT. 619 BRIDGE",,,,,.63,7.08,5.24,,,,,mg/L,,deg C
21VASWCB-5ASCK006.96,36.8589,-76.9217,RT. 614 BRIDGE,,,,3,.58,6.4,11.22,,,,mg/L,mg/L,,deg C
21VASWCB-5ASMR017.13,36.8721,-78.4587,RT. 632 BRIDGE N OF CHASE CITY,,,,,.56,6.98,4.78,,,,,mg/L,,deg C
21VASWCB-5ASNL001.63,37.1309,-78.26,Snail Cr @ Rt713 Corner Rd,,,,3.53,.87,6.84,6.29,,,,mg/L,mg/L,,deg C
21VASWCB-5ASTG009.64,36.8644,-77.7844,DS of Sturgeon Rd (Rt 630),,,,3.4,,6.22,17.49,,,,mg/L,,,deg C
21VASWCB-5ASTN008.78,36.5567,-76.8611,20 METERS UPSTREAM FROM RT. 745 BR. SUFF,,,,6,1.14,6.35,8.08,,,,mg/L,mg/L,,deg C
21VASWCB-5ASTO001.20,36.9501,-77.3929,RT. 301 S (WESTERN MOST BRIDGE SUSSEX CO,,,,3,.68,6.73,6.28,,,,mg/L,mg/L,,deg C
21VASWCB-5ASTO022.61,37.0671,-77.6022,Stony Creek at Rt. 1,,,,,.53,6.93,5.1,,,,,mg/L,,deg C
21VASWCB-5ASYC003.90,36.9873,-78.0818,N.E. OF KENBRIDGE STP AT RT. 600 BRIDGE,,,,,.7,6.98,7.61,,,,,mg/L,,deg C
